route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color
30402,2,,לוד-לוד<->ראשונים-ראשון לציון,925,2,
30403,2,,ראשונים-ראשון לציון<->לוד-לוד,926,2,
30404,2,,לוד-לוד<->ראשונים-ראשון לציון,927,2,
30405,2,,ראשונים-ראשון לציון<->לוד-לוד,928,2,
30406,2,,לוד-לוד<->ראשונים-ראשון לציון,929,2,
30407,2,,בית שאן-בית שאן<->עתלית-עתלית,93,2,
30408,2,,עתלית-עתלית<->בית שאן-בית שאן,94,2,
30409,2,,כרמיאל-כרמיאל<->מרכזית המפרץ/קו החוף-חיפה,9451,2,
30410,2,,כרמיאל-כרמיאל<->מרכזית המפרץ/קו החוף-חיפה,9455,2,
30411,2,,מרכזית המפרץ/קו החוף-חיפה<->כרמיאל-כרמיאל,9458,2,
30412,2,,מרכזית המפרץ/קו החוף-חיפה<->כרמיאל-כרמיאל,9460,2,
30413,2,,כרמיאל-כרמיאל<->מרכזית המפרץ/קו החוף-חיפה,9471,2,
30414,2,,בית שאן-בית שאן<->עתלית-עתלית,95,2,
30415,2,,רחובות-רחובות<->נתניה-נתניה,950,2,
30423,2,,נתניה-נתניה<->רחובות-רחובות,959,2,
30424,2,,עתלית-עתלית<->בית שאן-בית שאן,96,2,
30426,2,,בית שאן-בית שאן<->עתלית-עתלית,97,2,
30437,2,,עתלית-עתלית<->בית שאן-בית שאן,98,2,
30439,2,,בית שאן-בית שאן<->חוף הכרמל-חיפה,99,2,
30440,2,,כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע,1403,2,
30441,2,,כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע,1405,2,
30442,2,,כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע,1407,2,
30444,2,,כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע,403,2,
30445,2,,כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע,405,2,
30446,2,,כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע,407,2,
30447,2,,מרכזית המפרץ/קו החוף-חיפה<->כרמיאל-כרמיאל,9442,2,
30449,2,,תל אביב מרכז-תל אביב יפו<->באר שבע מרכז-באר שבע,6019,2,
30463,2,,באר שבע מרכז-באר שבע<->תל אביב מרכז-תל אביב יפו,6034,2,
30464,2,,בית שאן-בית שאן<->חוף הכרמל-חיפה,6063,2,
30465,2,,חוף הכרמל-חיפה<->בית שאן-בית שאן,6064,2,
30466,2,,בית שאן-בית שאן<->חוף הכרמל-חיפה,6065,2,
30467,2,,חוף הכרמל-חיפה<->בית שאן-בית שאן,6066,2,
30468,2,,בית שאן-בית שאן<->חוף הכרמל-חיפה,6067,2,
30469,2,,חוף הכרמל-חיפה<->בית שאן-בית שאן,6068,2,
30470,2,,בית שאן-בית שאן<->חוף הכרמל-חיפה,6069,2,
30471,2,,חוף הכרמל-חיפה<->בית שאן-בית שאן,6070,2,
30472,2,,בית שאן-בית שאן<->חוף הכרמל-חיפה,6071,2,
30473,2,,חוף הכרמל-חיפה<->בית שאן-בית שאן,6072,2,
30474,2,,בית שאן-בית שאן<->חוף הכרמל-חיפה,6073,2,
30475,2,,חוף הכרמל-חיפה<->בית שאן-בית שאן,6074,2,
30476,2,,בית שאן-בית שאן<->חוף הכרמל-חיפה,6075,2,
30477,2,,חוף הכרמל-חיפה<->בית שאן-בית שאן,6076,2,
30478,2,,בית שאן-בית שאן<->חוף הכרמל-חיפה,6077,2,
30479,2,,חוף הכרמל-חיפה<->בית שאן-בית שאן,6078,2,
30480,2,,חוף הכרמל-חיפה<->נהריה-נהריה,6100,2,
30481,2,,נהריה-נהריה<->חוף הכרמל-חיפה,6101,2,
30482,2,,חוף הכרמל-חיפה<->נהריה-נהריה,6102,2,
30483,2,,נהריה-נהריה<->חוף הכרמל-חיפה,6103,2,
30484,2,,חוף הכרמל-חיפה<->נהריה-נהריה,6104,2,
30485,2,,נהריה-נהריה<->חוף הכרמל-חיפה,6105,2,
30486,2,,חוף הכרמל-חיפה<->נהריה-נהריה,6106,2,
30487,2,,נהריה-נהריה<->חוף הכרמל-חיפה,6107,2,
30488,2,,חוף הכרמל-חיפה<->נהריה-נהריה,6108,2,
30489,2,,נהריה-נהריה<->חוף הכרמל-חיפה,6109,2,
30490,2,,חוף הכרמל-חיפה<->נהריה-נהריה,6110,2,
30491,2,,נהריה-נהריה<->חוף הכרמל-חיפה,6111,2,
30492,2,,חוף הכרמל-חיפה<->נהריה-נהריה,6112,2,
30493,2,,נהריה-נהריה<->חוף הכרמל-חיפה,6113,2,
30494,2,,חוף הכרמל-חיפה<->נהריה-נהריה,6114,2,
30495,2,,נהריה-נהריה<->חוף הכרמל-חיפה,6115,2,
30496,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,6439,2,
30497,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,6440,2,
30498,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,6441,2,
30499,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,6442,2,
30500,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,6443,2,
30501,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,6444,2,
30502,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,6445,2,
30503,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,6446,2,
30504,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,6447,2,
30505,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,6448,2,
30506,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,6449,2,
30507,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,6450,2,
30508,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,6451,2,
30509,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,6452,2,
30510,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,6453,2,
30511,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,6454,2,
30512,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,6455,2,
30539,2,,בית שאן-בית שאן<->חוף הכרמל-חיפה,7061,2,
30540,2,,חוף הכרמל-חיפה<->בית שאן-בית שאן,7062,2,
30541,2,,בית שאן-בית שאן<->חוף הכרמל-חיפה,7063,2,
30542,2,,חוף הכרמל-חיפה<->בית שאן-בית שאן,7064,2,
30543,2,,נהריה-נהריה<->חוף הכרמל-חיפה,7101,2,
30544,2,,חוף הכרמל-חיפה<->נהריה-נהריה,7102,2,
30545,2,,נהריה-נהריה<->חוף הכרמל-חיפה,7103,2,
30546,2,,חוף הכרמל-חיפה<->נהריה-נהריה,7104,2,
30547,2,,נהריה-נהריה<->חוף הכרמל-חיפה,7105,2,
30548,2,,חוף הכרמל-חיפה<->נהריה-נהריה,7106,2,
30549,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,7441,2,
30550,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,7442,2,
30551,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,7443,2,
30552,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,7444,2,
30553,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,7445,2,
30554,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,7446,2,
30559,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,7719,2,
30560,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,7720,2,
30561,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,7721,2,
30562,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,7722,2,
30813,2,,בנימינה-בנימינה גבעת עדה<->נהריה-נהריה,18,2,
30814,2,,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,222,2,
30827,2,,בנימינה-בנימינה גבעת עדה<->באר שבע מרכז-באר שבע,241,2,
30831,2,,בנימינה-בנימינה גבעת עדה<->באר שבע מרכז-באר שבע,245,2,
30835,2,,בנימינה-בנימינה גבעת עדה<->באר שבע מרכז-באר שבע,249,2,
30839,2,,בנימינה-בנימינה גבעת עדה<->באר שבע מרכז-באר שבע,253,2,
30843,2,,בנימינה-בנימינה גבעת עדה<->באר שבע מרכז-באר שבע,257,2,
30855,2,,תל אביב ההגנה-תל אביב יפו<->הרצליה-הרצליה,300,2,
30856,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,301,2,
30857,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,302,2,
30858,2,,הרצליה-הרצליה<->אשדוד עד הלום-אשדוד,303,2,
30859,2,,אשדוד עד הלום-אשדוד<->הרצליה-הרצליה,304,2,
30860,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,305,2,
30861,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,306,2,
30862,2,,הרצליה-הרצליה<->אשדוד עד הלום-אשדוד,307,2,
30863,2,,אשדוד עד הלום-אשדוד<->הרצליה-הרצליה,308,2,
30864,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,309,2,
30865,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,310,2,
30866,2,,הרצליה-הרצליה<->אשדוד עד הלום-אשדוד,311,2,
30867,2,,אשדוד עד הלום-אשדוד<->הרצליה-הרצליה,312,2,
30868,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,313,2,
30869,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,314,2,
30870,2,,הרצליה-הרצליה<->אשדוד עד הלום-אשדוד,315,2,
30871,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,317,2,
30872,2,,אשדוד עד הלום-אשדוד<->הרצליה-הרצליה,318,2,
30873,2,,הרצליה-הרצליה<->אשדוד עד הלום-אשדוד,319,2,
30874,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,320,2,
30875,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,321,2,
30876,2,,אשדוד עד הלום-אשדוד<->הרצליה-הרצליה,322,2,
30877,2,,הרצליה-הרצליה<->אשדוד עד הלום-אשדוד,323,2,
30878,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,324,2,
30879,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,325,2,
30880,2,,אשדוד עד הלום-אשדוד<->הרצליה-הרצליה,326,2,
30881,2,,הרצליה-הרצליה<->אשדוד עד הלום-אשדוד,327,2,
30882,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,328,2,
30883,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,329,2,
30884,2,,אשדוד עד הלום-אשדוד<->הרצליה-הרצליה,330,2,
30885,2,,הרצליה-הרצליה<->אשדוד עד הלום-אשדוד,331,2,
30886,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,332,2,
30887,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,333,2,
30888,2,,אשדוד עד הלום-אשדוד<->הרצליה-הרצליה,334,2,
30889,2,,הרצליה-הרצליה<->אשדוד עד הלום-אשדוד,335,2,
30890,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,336,2,
30891,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,337,2,
30892,2,,אשדוד עד הלום-אשדוד<->הרצליה-הרצליה,338,2,
30893,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,339,2,
30894,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,340,2,
30895,2,,הרצליה-הרצליה<->תל אביב ההגנה-תל אביב יפו,341,2,
30896,2,,אשדוד עד הלום-אשדוד<->הרצליה-הרצליה,342,2,
30898,2,,הרצליה-הרצליה<->תל אביב ההגנה-תל אביב יפו,345,2,
30899,2,,הרצליה-הרצליה<->תל אביב ההגנה-תל אביב יפו,347,2,
30901,2,,תל אביב מרכז-תל אביב יפו<->אשקלון-אשקלון,611,2,
30902,2,,הרצליה-הרצליה<->אשקלון-אשקלון,613,2,
30903,2,,תל אביב ההגנה-תל אביב יפו<->הרצליה-הרצליה,614,2,
30904,2,,הרצליה-הרצליה<->אשקלון-אשקלון,615,2,
30905,2,,אשקלון-אשקלון<->הרצליה-הרצליה,616,2,
30906,2,,הרצליה-הרצליה<->אשקלון-אשקלון,617,2,
30907,2,,אשקלון-אשקלון<->הרצליה-הרצליה,618,2,
30908,2,,הרצליה-הרצליה<->אשקלון-אשקלון,619,2,
30909,2,,אשקלון-אשקלון<->הרצליה-הרצליה,620,2,
30910,2,,הרצליה-הרצליה<->אשקלון-אשקלון,621,2,
30911,2,,אשקלון-אשקלון<->הרצליה-הרצליה,622,2,
30912,2,,הרצליה-הרצליה<->אשקלון-אשקלון,623,2,
30913,2,,אשקלון-אשקלון<->הרצליה-הרצליה,624,2,
30914,2,,הרצליה-הרצליה<->אשקלון-אשקלון,625,2,
30915,2,,אשקלון-אשקלון<->הרצליה-הרצליה,626,2,
30916,2,,הרצליה-הרצליה<->אשקלון-אשקלון,627,2,
30917,2,,אשקלון-אשקלון<->הרצליה-הרצליה,628,2,
30918,2,,הרצליה-הרצליה<->אשקלון-אשקלון,629,2,
30919,2,,אשקלון-אשקלון<->הרצליה-הרצליה,630,2,
30920,2,,הרצליה-הרצליה<->אשקלון-אשקלון,631,2,
30921,2,,אשקלון-אשקלון<->הרצליה-הרצליה,632,2,
30922,2,,הרצליה-הרצליה<->אשקלון-אשקלון,633,2,
30923,2,,אשקלון-אשקלון<->הרצליה-הרצליה,634,2,
30924,2,,הרצליה-הרצליה<->אשקלון-אשקלון,635,2,
30925,2,,אשקלון-אשקלון<->הרצליה-הרצליה,636,2,
30926,2,,הרצליה-הרצליה<->אשקלון-אשקלון,637,2,
30927,2,,אשקלון-אשקלון<->הרצליה-הרצליה,638,2,
30928,2,,הרצליה-הרצליה<->אשקלון-אשקלון,639,2,
30929,2,,אשקלון-אשקלון<->הרצליה-הרצליה,640,2,
30930,2,,הרצליה-הרצליה<->אשקלון-אשקלון,641,2,
30931,2,,אשקלון-אשקלון<->הרצליה-הרצליה,642,2,
30932,2,,הרצליה-הרצליה<->אשקלון-אשקלון,643,2,
30933,2,,אשקלון-אשקלון<->הרצליה-הרצליה,644,2,
30934,2,,הרצליה-הרצליה<->אשקלון-אשקלון,645,2,
30935,2,,אשקלון-אשקלון<->הרצליה-הרצליה,646,2,
30936,2,,הרצליה-הרצליה<->אשקלון-אשקלון,647,2,
30937,2,,אשקלון-אשקלון<->הרצליה-הרצליה,648,2,
30938,2,,הרצליה-הרצליה<->אשקלון-אשקלון,649,2,
30939,2,,אשקלון-אשקלון<->הרצליה-הרצליה,650,2,
30940,2,,הרצליה-הרצליה<->אשקלון-אשקלון,651,2,
30941,2,,אשקלון-אשקלון<->הרצליה-הרצליה,652,2,
30942,2,,הרצליה-הרצליה<->אשקלון-אשקלון,653,2,
30943,2,,אשקלון-אשקלון<->הרצליה-הרצליה,654,2,
30944,2,,הרצליה-הרצליה<->אשקלון-אשקלון,655,2,
30945,2,,אשקלון-אשקלון<->הרצליה-הרצליה,656,2,
30946,2,,הרצליה-הרצליה<->אשקלון-אשקלון,657,2,
30947,2,,אשקלון-אשקלון<->הרצליה-הרצליה,658,2,
30948,2,,הרצליה-הרצליה<->אשקלון-אשקלון,659,2,
30949,2,,אשקלון-אשקלון<->הרצליה-הרצליה,660,2,
30950,2,,הרצליה-הרצליה<->אשקלון-אשקלון,661,2,
30951,2,,אשקלון-אשקלון<->הרצליה-הרצליה,662,2,
30952,2,,הרצליה-הרצליה<->אשקלון-אשקלון,663,2,
30953,2,,אשקלון-אשקלון<->הרצליה-הרצליה,664,2,
30954,2,,הרצליה-הרצליה<->אשקלון-אשקלון,665,2,
30955,2,,אשקלון-אשקלון<->הרצליה-הרצליה,666,2,
30956,2,,הרצליה-הרצליה<->אשקלון-אשקלון,667,2,
30957,2,,אשקלון-אשקלון<->הרצליה-הרצליה,668,2,
30958,2,,הרצליה-הרצליה<->אשקלון-אשקלון,669,2,
30959,2,,אשקלון-אשקלון<->הרצליה-הרצליה,670,2,
30960,2,,הרצליה-הרצליה<->אשקלון-אשקלון,671,2,
30961,2,,אשקלון-אשקלון<->הרצליה-הרצליה,672,2,
30963,2,,אשקלון-אשקלון<->הרצליה-הרצליה,674,2,
30964,2,,הרצליה-הרצליה<->אשקלון-אשקלון,675,2,
30965,2,,אשקלון-אשקלון<->הרצליה-הרצליה,676,2,
30966,2,,הרצליה-הרצליה<->אשקלון-אשקלון,679,2,
30967,2,,אשקלון-אשקלון<->הרצליה-הרצליה,680,2,
30968,2,,הרצליה-הרצליה<->אשקלון-אשקלון,683,2,
30969,2,,אשקלון-אשקלון<->הרצליה-הרצליה,684,2,
30970,2,,הרצליה-הרצליה<->תל אביב מרכז-תל אביב יפו,687,2,
30971,2,,אשקלון-אשקלון<->הרצליה-הרצליה,688,2,
31019,2,,מרכזית המפרץ/קו החוף-חיפה<->כרמיאל-כרמיאל,1440,2,
31020,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,6312,2,
31021,2,,תל אביב מרכז-תל אביב יפו<->רשל''צ משה דיין-ראשון לציון,6313,2,
31022,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,6314,2,
31023,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,6315,2,
31024,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,6316,2,
31025,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,6317,2,
31026,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,6318,2,
31027,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,6319,2,
31028,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,6320,2,
31029,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,6321,2,
31030,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,6322,2,
31031,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,6323,2,
31032,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,6324,2,
31033,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,6325,2,
31034,2,,רשל''צ משה דיין-ראשון לציון<->הרצליה-הרצליה,6326,2,
31035,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,6327,2,
31036,2,,הרצליה-הרצליה<->רשל''צ משה דיין-ראשון לציון,6329,2,
31037,2,,תל אביב מרכז-תל אביב יפו<->אשקלון-אשקלון,6611,2,
31038,2,,הרצליה-הרצליה<->אשקלון-אשקלון,6613,2,
31039,2,,הרצליה-הרצליה<->אשקלון-אשקלון,6615,2,
31040,2,,אשקלון-אשקלון<->הרצליה-הרצליה,6616,2,
31041,2,,הרצליה-הרצליה<->אשקלון-אשקלון,6617,2,
31042,2,,אשקלון-אשקלון<->הרצליה-הרצליה,6618,2,
31043,2,,הרצליה-הרצליה<->אשקלון-אשקלון,6619,2,
31044,2,,אשקלון-אשקלון<->הרצליה-הרצליה,6620,2,
31045,2,,הרצליה-הרצליה<->אשקלון-אשקלון,6621,2,
31046,2,,אשקלון-אשקלון<->הרצליה-הרצליה,6622,2,
31047,2,,הרצליה-הרצליה<->אשקלון-אשקלון,6623,2,
31048,2,,אשקלון-אשקלון<->הרצליה-הרצליה,6624,2,
31049,2,,הרצליה-הרצליה<->אשקלון-אשקלון,6625,2,
31050,2,,אשקלון-אשקלון<->הרצליה-הרצליה,6626,2,
31051,2,,הרצליה-הרצליה<->אשקלון-אשקלון,6627,2,
31052,2,,אשקלון-אשקלון<->הרצליה-הרצליה,6628,2,
31053,2,,הרצליה-הרצליה<->תל אביב ההגנה-תל אביב יפו,6629,2,
31054,2,,אשקלון-אשקלון<->הרצליה-הרצליה,6630,2,
31055,2,,אשקלון-אשקלון<->הרצליה-הרצליה,6632,2,
31088,2,,תל אביב מרכז-תל אביב יפו<->אשקלון-אשקלון,7611,2,
31089,2,,אשקלון-אשקלון<->הרצליה-הרצליה,7612,2,
31090,2,,הרצליה-הרצליה<->אשקלון-אשקלון,7613,2,
31091,2,,אשקלון-אשקלון<->הרצליה-הרצליה,7614,2,
31092,2,,הרצליה-הרצליה<->אשקלון-אשקלון,7615,2,
31110,2,,בית שמש-בית שמש<->תל אביב ההגנה-תל אביב יפו,6500,2,
31111,2,,בית שמש-בית שמש<->תל אביב ההגנה-תל אביב יפו,6502,2,
31112,2,,תל אביב ההגנה-תל אביב יפו<->בית שמש-בית שמש,6503,2,
31113,2,,בית שמש-בית שמש<->תל אביב ההגנה-תל אביב יפו,6504,2,
31114,2,,תל אביב ההגנה-תל אביב יפו<->בית שמש-בית שמש,6505,2,
31115,2,,בית שמש-בית שמש<->תל אביב ההגנה-תל אביב יפו,6506,2,
31116,2,,תל אביב ההגנה-תל אביב יפו<->בית שמש-בית שמש,6507,2,
31117,2,,בית שמש-בית שמש<->תל אביב ההגנה-תל אביב יפו,6508,2,
31118,2,,תל אביב ההגנה-תל אביב יפו<->בית שמש-בית שמש,6509,2,
31119,2,,בית שמש-בית שמש<->תל אביב ההגנה-תל אביב יפו,6510,2,
31120,2,,תל אביב ההגנה-תל אביב יפו<->בית שמש-בית שמש,6511,2,
31121,2,,בית שמש-בית שמש<->תל אביב ההגנה-תל אביב יפו,6512,2,
31122,2,,תל אביב ההגנה-תל אביב יפו<->בית שמש-בית שמש,6513,2,
31123,2,,בית שמש-בית שמש<->תל אביב ההגנה-תל אביב יפו,6514,2,
31124,2,,תל אביב ההגנה-תל אביב יפו<->בית שמש-בית שמש,6515,2,
31125,2,,תל אביב ההגנה-תל אביב יפו<->בית שמש-בית שמש,6517,2,
31164,2,,אשקלון-אשקלון<->תל אביב מרכז-תל אביב יפו,692,2,
31241,2,,בית שאן-בית שאן<->מרכזית המפרץ-חיפה,7065,2,
31242,2,,נהריה-נהריה<->מרכזית המפרץ/קו החוף-חיפה,7107,2,
31291,2,,אשקלון-אשקלון<->תל אביב ההגנה-תל אביב יפו,692,2,
31743,2,,הרצליה-הרצליה<->בני ברק-בני ברק,8613,2,
31745,2,,הרצליה-הרצליה<->בני ברק-בני ברק,8615,2,
31746,2,,בני ברק-בני ברק<->הרצליה-הרצליה,8616,2,
31747,2,,הרצליה-הרצליה<->בני ברק-בני ברק,8617,2,
31748,2,,בני ברק-בני ברק<->הרצליה-הרצליה,8618,2,
31749,2,,הרצליה-הרצליה<->בני ברק-בני ברק,8619,2,
31750,2,,בני ברק-בני ברק<->הרצליה-הרצליה,8620,2,
31751,2,,הרצליה-הרצליה<->בני ברק-בני ברק,8621,2,
31752,2,,בני ברק-בני ברק<->הרצליה-הרצליה,8622,2,
31753,2,,הרצליה-הרצליה<->בני ברק-בני ברק,8623,2,
31754,2,,בני ברק-בני ברק<->הרצליה-הרצליה,8624,2,
31755,2,,הרצליה-הרצליה<->בני ברק-בני ברק,8625,2,
31756,2,,בני ברק-בני ברק<->הרצליה-הרצליה,8626,2,
31757,2,,הרצליה-הרצליה<->בני ברק-בני ברק,8627,2,
31758,2,,בני ברק-בני ברק<->הרצליה-הרצליה,8628,2,
31759,2,,הרצליה-הרצליה<->בני ברק-בני ברק,8629,2,
31760,2,,בני ברק-בני ברק<->הרצליה-הרצליה,8630,2,
31762,2,,בני ברק-בני ברק<->הרצליה-הרצליה,8632,2,
32427,2,,נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות,129,2,
32428,2,,מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה,132,2,
32429,2,,נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות,133,2,
32430,2,,נהריה-נהריה<->מודיעין מרכז-מודיעין מכבים רעות,179,2,
32431,2,,הרצליה-הרצליה<->מודיעין מרכז-מודיעין מכבים רעות,181,2,
32432,2,,מודיעין מרכז-מודיעין מכבים רעות<->הרצליה-הרצליה,182,2,
32433,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,542,2,
32434,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,543,2,
32435,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,546,2,
32436,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,547,2,
32437,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,550,2,
32438,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,551,2,
32439,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,554,2,
32440,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,555,2,
32441,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,558,2,
32442,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,559,2,
32443,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,561,2,
32444,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,562,2,
32445,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,563,2,
32446,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,564,2,
32447,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,565,2,
32448,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,566,2,
32449,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,568,2,
32450,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,569,2,
32451,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,572,2,
32452,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,573,2,
32453,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,576,2,
32454,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,577,2,
32455,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,580,2,
32456,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,581,2,
32457,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,584,2,
32458,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,585,2,
32459,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,588,2,
32460,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,589,2,
32461,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,592,2,
32462,2,,מודיעין מרכז-מודיעין מכבים רעות<->ירושלים/יצחק נבון-ירושלים,593,2,
32463,2,,ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות,594,2,
32464,2,,מודיעין מרכז-מודיעין מכבים רעות<->תל אביב מרכז-תל אביב יפו,6120,2,
32465,2,,תל אביב מרכז-תל אביב יפו<->מודיעין מרכז-מודיעין מכבים רעות,6121,2,
