route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color
30132,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,452,2,
30133,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,453,2,
30134,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,454,2,
30135,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,455,2,
30136,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,456,2,
30137,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,457,2,
30138,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,458,2,
30139,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,459,2,
30140,2,,באר שבע מרכז-באר שבע<->נהריה-נהריה,46,2,
30141,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,460,2,
30142,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,461,2,
30143,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,462,2,
30144,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,463,2,
30145,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,464,2,
30146,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,465,2,
30147,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,466,2,
30148,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,467,2,
30149,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,468,2,
30150,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,469,2,
30151,2,,נהריה-נהריה<->באר שבע מרכז-באר שבע,47,2,
30152,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,470,2,
30153,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,471,2,
30154,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,472,2,
30155,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,473,2,
30156,2,,חוף הכרמל-חיפה<->כרמיאל-כרמיאל,474,2,
30157,2,,כרמיאל-כרמיאל<->חוף הכרמל-חיפה,475,2,
30158,2,,באר שבע מרכז-באר שבע<->תל אביב מרכז-תל אביב יפו,48,2,
30159,2,,תל אביב מרכז-תל אביב יפו<->באר שבע מרכז-באר שבע,49,2,
30160,2,,באר שבע מרכז-באר שבע<->תל אביב מרכז-תל אביב יפו,50,2,
30161,2,,תל אביב מרכז-תל אביב יפו<->בית שמש-בית שמש,501,2,
30162,2,,בית שמש-בית שמש<->נתניה-נתניה,502,2,
30163,2,,נתניה-נתניה<->בית שמש-בית שמש,503,2,
30164,2,,בית שמש-בית שמש<->נתניה-נתניה,504,2,
30165,2,,נתניה-נתניה<->בית שמש-בית שמש,505,2,
30166,2,,בית שמש-בית שמש<->נתניה-נתניה,506,2,
30167,2,,נתניה-נתניה<->בית שמש-בית שמש,507,2,
30168,2,,בית שמש-בית שמש<->תל אביב מרכז-תל אביב יפו,508,2,
30169,2,,נתניה-נתניה<->בית שמש-בית שמש,509,2,
30170,2,,תל אביב מרכז-תל אביב יפו<->באר שבע מרכז-באר שבע,51,2,
30171,2,,בית שמש-בית שמש<->תל אביב מרכז-תל אביב יפו,510,2,
30172,2,,תל אביב מרכז-תל אביב יפו<->בית שמש-בית שמש,511,2,
30173,2,,בית שמש-בית שמש<->תל אביב מרכז-תל אביב יפו,512,2,
30174,2,,תל אביב מרכז-תל אביב יפו<->בית שמש-בית שמש,513,2,
30175,2,,בית שמש-בית שמש<->תל אביב מרכז-תל אביב יפו,514,2,
30176,2,,תל אביב מרכז-תל אביב יפו<->בית שמש-בית שמש,515,2,
30177,2,,בית שמש-בית שמש<->תל אביב מרכז-תל אביב יפו,516,2,
30178,2,,תל אביב מרכז-תל אביב יפו<->בית שמש-בית שמש,517,2,
30179,2,,בית שמש-בית שמש<->נתניה-נתניה,518,2,
30180,2,,תל אביב מרכז-תל אביב יפו<->בית שמש-בית שמש,519,2,
30181,2,,באר שבע מרכז-באר שבע<->תל אביב מרכז-תל אביב יפו,52,2,
30182,2,,בית שמש-בית שמש<->נתניה-נתניה,520,2,
30183,2,,נתניה-נתניה<->בית שמש-בית שמש,521,2,
30184,2,,בית שמש-בית שמש<->נתניה-נתניה,522,2,
30185,2,,נתניה-נתניה<->בית שמש-בית שמש,523,2,
30186,2,,בית שמש-בית שמש<->נתניה-נתניה,524,2,
30187,2,,נתניה-נתניה<->בית שמש-בית שמש,525,2,
30188,2,,בית שמש-בית שמש<->נתניה-נתניה,526,2,
30189,2,,נתניה-נתניה<->בית שמש-בית שמש,527,2,
30190,2,,בית שמש-בית שמש<->תל אביב מרכז-תל אביב יפו,528,2,
30191,2,,נתניה-נתניה<->בית שמש-בית שמש,529,2,
30192,2,,תל אביב מרכז-תל אביב יפו<->באר שבע מרכז-באר שבע,53,2,
30193,2,,בית שמש-בית שמש<->תל אביב מרכז-תל אביב יפו,530,2,
30194,2,,תל אביב מרכז-תל אביב יפו<->בית שמש-בית שמש,531,2,
30195,2,,בית שמש-בית שמש<->תל אביב מרכז-תל אביב יפו,532,2,
30196,2,,תל אביב מרכז-תל אביב יפו<->בית שמש-בית שמש,533,2,
30197,2,,תל אביב מרכז-תל אביב יפו<->בית שמש-בית שמש,535,2,
30198,2,,באר שבע מרכז-באר שבע<->תל אביב מרכז-תל אביב יפו,54,2,
30199,2,,באר שבע מרכז-באר שבע<->תל אביב מרכז-תל אביב יפו,56,2,
30213,2,,בית שאן-בית שאן<->עתלית-עתלית,61,2,
30224,2,,עתלית-עתלית<->בית שאן-בית שאן,62,2,
30235,2,,בית שאן-בית שאן<->חיפה מרכז-חיפה,63,2,
30246,2,,עתלית-עתלית<->בית שאן-בית שאן,64,2,
30257,2,,בית שאן-בית שאן<->עתלית-עתלית,65,2,
30264,2,,עתלית-עתלית<->בית שאן-בית שאן,66,2,
30269,2,,בית שאן-בית שאן<->חיפה מרכז-חיפה,67,2,
30270,2,,עתלית-עתלית<->בית שאן-בית שאן,68,2,
30271,2,,בית שאן-בית שאן<->עתלית-עתלית,69,2,
30273,2,,עתלית-עתלית<->בית שאן-בית שאן,70,2,
30274,2,,בית שאן-בית שאן<->עתלית-עתלית,71,2,
30275,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,715,2,
30276,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,716,2,
30277,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,717,2,
30278,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,718,2,
30279,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,719,2,
30280,2,,עתלית-עתלית<->בית שאן-בית שאן,72,2,
30281,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,720,2,
30282,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,721,2,
30283,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,722,2,
30284,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,723,2,
30285,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,724,2,
30286,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,725,2,
30287,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,726,2,
30288,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,727,2,
30289,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,728,2,
30290,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,729,2,
30291,2,,בית שאן-בית שאן<->עתלית-עתלית,73,2,
30292,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,730,2,
30293,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,731,2,
30294,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,732,2,
30295,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,733,2,
30296,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,734,2,
30297,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,735,2,
30298,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,736,2,
30299,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,737,2,
30300,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,738,2,
30301,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,739,2,
30302,2,,עתלית-עתלית<->בית שאן-בית שאן,74,2,
30303,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,740,2,
30304,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,741,2,
30305,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,742,2,
30306,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,743,2,
30307,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,744,2,
30308,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,745,2,
30309,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,746,2,
30310,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,747,2,
30311,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,748,2,
30312,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,749,2,
30313,2,,בית שאן-בית שאן<->עתלית-עתלית,75,2,
30314,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,750,2,
30315,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,751,2,
30316,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,752,2,
30317,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,753,2,
30318,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,754,2,
30319,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,755,2,
30320,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,756,2,
30321,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,757,2,
30322,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,758,2,
30323,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,759,2,
30324,2,,עתלית-עתלית<->בית שאן-בית שאן,76,2,
30325,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,760,2,
30326,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,761,2,
30327,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,762,2,
30328,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,763,2,
30329,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,764,2,
30330,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,765,2,
30331,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,766,2,
30332,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,767,2,
30333,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,768,2,
30334,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,769,2,
30335,2,,בית שאן-בית שאן<->עתלית-עתלית,77,2,
30336,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,770,2,
30337,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,771,2,
30338,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,772,2,
30339,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,773,2,
30340,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,774,2,
30341,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,775,2,
30342,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,776,2,
30343,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,777,2,
30344,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,778,2,
30345,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,779,2,
30346,2,,עתלית-עתלית<->בית שאן-בית שאן,78,2,
30347,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,780,2,
30348,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,781,2,
30349,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,782,2,
30350,2,,הרצליה-הרצליה<->ירושלים/יצחק נבון-ירושלים,783,2,
30351,2,,ירושלים/יצחק נבון-ירושלים<->הרצליה-הרצליה,784,2,
30352,2,,בית שאן-בית שאן<->עתלית-עתלית,79,2,
30353,2,,עתלית-עתלית<->בית שאן-בית שאן,80,2,
30354,2,,בית שאן-בית שאן<->עתלית-עתלית,81,2,
30355,2,,עתלית-עתלית<->בית שאן-בית שאן,82,2,
30356,2,,בית שאן-בית שאן<->עתלית-עתלית,83,2,
30357,2,,דימונה-דימונה<->באר שבע צפון-באר שבע,830,2,
30358,2,,באר שבע צפון-באר שבע<->דימונה-דימונה,831,2,
30359,2,,דימונה-דימונה<->באר שבע צפון-באר שבע,834,2,
30360,2,,באר שבע צפון-באר שבע<->דימונה-דימונה,835,2,
30361,2,,דימונה-דימונה<->באר שבע צפון-באר שבע,838,2,
30362,2,,באר שבע צפון-באר שבע<->דימונה-דימונה,839,2,
30364,2,,בית שאן-בית שאן<->עתלית-עתלית,85,2,
30365,2,,עתלית-עתלית<->בית שאן-בית שאן,86,2,
30368,2,,בית שאן-בית שאן<->עתלית-עתלית,87,2,
30369,2,,עתלית-עתלית<->בית שאן-בית שאן,88,2,
30370,2,,בית שאן-בית שאן<->עתלית-עתלית,89,2,
30372,2,,ראשונים-ראשון לציון<->לוד-לוד,900,2,
30373,2,,לוד-לוד<->ראשונים-ראשון לציון,901,2,
30374,2,,ראשונים-ראשון לציון<->לוד-לוד,902,2,
30375,2,,לוד-לוד<->ראשונים-ראשון לציון,903,2,
30376,2,,ראשונים-ראשון לציון<->לוד-לוד,904,2,
30377,2,,לוד-לוד<->ראשונים-ראשון לציון,905,2,
30378,2,,ראשונים-ראשון לציון<->לוד-לוד,906,2,
30379,2,,לוד-לוד<->ראשונים-ראשון לציון,907,2,
30380,2,,ראשונים-ראשון לציון<->לוד-לוד,908,2,
30381,2,,לוד-לוד<->ראשונים-ראשון לציון,909,2,
30382,2,,בית שאן-בית שאן<->עתלית-עתלית,91,2,
30383,2,,ראשונים-ראשון לציון<->לוד-לוד,910,2,
30384,2,,לוד-לוד<->ראשונים-ראשון לציון,911,2,
30385,2,,ראשונים-ראשון לציון<->לוד-לוד,912,2,
30386,2,,לוד-לוד<->ראשונים-ראשון לציון,913,2,
30387,2,,נהריה-נהריה<->חוף הכרמל-חיפה,9131,2,
30388,2,,ראשונים-ראשון לציון<->לוד-לוד,914,2,
30389,2,,לוד-לוד<->ראשונים-ראשון לציון,915,2,
30390,2,,ראשונים-ראשון לציון<->לוד-לוד,916,2,
30391,2,,לוד-לוד<->ראשונים-ראשון לציון,917,2,
30392,2,,ראשונים-ראשון לציון<->לוד-לוד,918,2,
30393,2,,נהריה-נהריה<->חוף הכרמל-חיפה,9181,2,
30395,2,,לוד-לוד<->ראשונים-ראשון לציון,919,2,
30396,2,,עתלית-עתלית<->בית שאן-בית שאן,92,2,
30397,2,,ראשונים-ראשון לציון<->לוד-לוד,920,2,
30398,2,,לוד-לוד<->ראשונים-ראשון לציון,921,2,
30399,2,,ראשונים-ראשון לציון<->לוד-לוד,922,2,
30400,2,,לוד-לוד<->ראשונים-ראשון לציון,923,2,
30401,2,,ראשונים-ראשון לציון<->לוד-לוד,924,2,
